@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute outputs-1 {0,1,2,3,4,5,6,7,8}

@data
784,'2020/10/01 17:09:31:702',7,0,0,0,0,0,0,2
785,'2020/10/01 17:09:31:702',7,0,0,0,0,0,0,2
786,'2020/10/01 17:09:31:702',7,0,0,0,0,0,0,2
787,'2020/10/01 17:09:31:811',7,0,0,0,0,0,0,2
788,'2020/10/01 17:09:31:811',7,0,0,0,0,0,0,2
789,'2020/10/01 17:09:31:811',7,0,0,0,0,0,0,2
790,'2020/10/01 17:09:31:811',7,0,0,0,0,0,0,2
791,'2020/10/01 17:09:31:811',7,0,0,0,0,0,0,2
792,'2020/10/01 17:09:31:811',7,0,0,0,0,0,0,2
793,'2020/10/01 17:09:31:903',7,0,0,0,0,0,0,2
794,'2020/10/01 17:09:31:903',7,0,0,0,0,0,0,2
795,'2020/10/01 17:09:31:903',7,0,0,0,0,0,0,2
796,'2020/10/01 17:09:31:903',7,0,0,0,0,0,0,2
797,'2020/10/01 17:09:31:903',7,0,0,0,0,0,0,2
798,'2020/10/01 17:09:31:903',7,0,0,0,0,0,0,2
799,'2020/10/01 17:09:32:003',7,0,0,0,0,0,0,2
800,'2020/10/01 17:09:32:003',7,0,0,0,0,0,0,2
801,'2020/10/01 17:09:32:003',7,0,0,0,0,0,0,2
802,'2020/10/01 17:09:32:003',7,0,0,0,0,0,0,2
803,'2020/10/01 17:09:32:003',7,0,0,0,0,0,0,2
804,'2020/10/01 17:09:32:004',7,0,0,0,0,0,0,2
805,'2020/10/01 17:09:32:110',7,0,0,0,0,0,0,2
806,'2020/10/01 17:09:32:110',7,0,0,0,0,0,0,2
807,'2020/10/01 17:09:32:111',7,0,0,0,0,0,0,2
808,'2020/10/01 17:09:32:111',7,0,0,0,0,0,0,2
809,'2020/10/01 17:09:32:111',7,0,0,0,0,0,0,2
810,'2020/10/01 17:09:32:111',7,0,0,0,0,0,0,2
811,'2020/10/01 17:09:32:201',7,0,0,0,0,0,0,2
812,'2020/10/01 17:09:32:201',7,0,0,0,0,0,0,2
813,'2020/10/01 17:09:32:201',7,0,0,0,0,0,0,2
814,'2020/10/01 17:09:32:201',7,0,0,0,0,0,0,2
815,'2020/10/01 17:09:32:201',7,0,0,0,0,0,0,2
816,'2020/10/01 17:09:32:201',7,0,0,0,0,0,0,2
817,'2020/10/01 17:09:32:305',7,0,0,0,0,0,0,2
818,'2020/10/01 17:09:32:306',7,0,0,0,0,0,0,2
819,'2020/10/01 17:09:32:306',7,0,0,0,0,0,0,2
820,'2020/10/01 17:09:32:306',7,0,0,0,0,0,0,2
821,'2020/10/01 17:09:32:306',7,0,0,0,0,0,0,2
822,'2020/10/01 17:09:32:306',7,0,0,0,0,0,0,2
823,'2020/10/01 17:09:32:410',7,0,0,0,0,0,0,2
824,'2020/10/01 17:09:32:410',7,0,0,0,0,0,0,2
825,'2020/10/01 17:09:32:410',7,0,0,0,0,0,0,2
826,'2020/10/01 17:09:32:410',7,0,0,0,0,0,0,2
827,'2020/10/01 17:09:32:410',7,0,0,0,0,0,0,2
828,'2020/10/01 17:09:32:410',7,0,0,0,0,0,0,2
829,'2020/10/01 17:09:32:504',7,0,0,0,0,0,0,2
830,'2020/10/01 17:09:32:504',7,0,0,0,0,0,0,2
831,'2020/10/01 17:09:32:504',7,0,0,0,0,0,0,2
832,'2020/10/01 17:09:32:504',7,0,0,0,0,0,0,2
833,'2020/10/01 17:09:32:504',7,0,0,0,0,0,0,2
834,'2020/10/01 17:09:32:504',7,0,0,0,0,0,0,2
835,'2020/10/01 17:09:32:609',7,0,0,0,0,0,0,2
836,'2020/10/01 17:09:32:609',7,0,0,0,0,0,0,2
837,'2020/10/01 17:09:32:609',7,0,0,0,0,0,0,2
838,'2020/10/01 17:09:32:609',7,0,0,0,0,0,0,2
839,'2020/10/01 17:09:32:610',7,0,0,0,0,0,0,2
840,'2020/10/01 17:09:32:610',7,0,0,0,0,0,0,2
841,'2020/10/01 17:09:32:700',7,0,0,0,0,0,0,2
842,'2020/10/01 17:09:32:700',7,0,0,0,0,0,0,2
843,'2020/10/01 17:09:32:700',7,0,0,0,0,0,0,2
844,'2020/10/01 17:09:32:700',7,0,0,0,0,0,0,2
845,'2020/10/01 17:09:32:700',7,0,0,0,0,0,0,2
846,'2020/10/01 17:09:32:700',7,0,0,0,0,0,0,2
847,'2020/10/01 17:09:32:804',7,0,0,0,0,0,0,2
848,'2020/10/01 17:09:32:805',7,0,0,0,0,0,0,2
849,'2020/10/01 17:09:32:805',7,0,0,0,0,0,0,2
850,'2020/10/01 17:09:32:805',7,0,0,0,0,0,0,2
851,'2020/10/01 17:09:32:805',7,0,0,0,0,0,0,2
852,'2020/10/01 17:09:32:805',7,0,0,0,0,0,0,2
853,'2020/10/01 17:09:32:909',7,0,0,0,0,0,0,2
854,'2020/10/01 17:09:32:909',7,0,0,0,0,0,0,2
855,'2020/10/01 17:09:32:909',7,0,0,0,0,0,0,2
856,'2020/10/01 17:09:32:909',7,0,0,0,0,0,0,2
857,'2020/10/01 17:09:32:909',7,0,0,0,0,0,0,2
858,'2020/10/01 17:09:32:909',7,0,0,0,0,0,0,2
859,'2020/10/01 17:09:33:002',7,0,0,0,0,0,0,2
860,'2020/10/01 17:09:33:002',7,0,0,0,0,0,0,2
861,'2020/10/01 17:09:33:002',7,0,0,0,0,0,0,2
862,'2020/10/01 17:09:33:002',7,0,0,0,0,0,0,2
863,'2020/10/01 17:09:33:002',7,0,0,0,0,0,0,2
864,'2020/10/01 17:09:33:002',7,0,0,0,0,0,0,2
865,'2020/10/01 17:09:33:108',7,0,0,0,0,0,0,2
866,'2020/10/01 17:09:33:109',7,0,0,0,0,0,0,2
867,'2020/10/01 17:09:33:109',7,0,0,0,0,0,0,2
868,'2020/10/01 17:09:33:109',7,0,0,0,0,0,0,2
869,'2020/10/01 17:09:33:109',7,0,0,0,0,0,0,2
870,'2020/10/01 17:09:33:109',7,0,0,0,0,0,0,2
871,'2020/10/01 17:09:33:200',7,0,0,0,0,0,0,2
872,'2020/10/01 17:09:33:200',7,0,0,0,0,0,0,2
873,'2020/10/01 17:09:33:200',7,0,0,0,0,0,0,2
874,'2020/10/01 17:09:33:200',7,0,0,0,0,0,0,2
875,'2020/10/01 17:09:33:200',7,0,0,0,0,0,0,2
876,'2020/10/01 17:09:33:200',7,0,0,0,0,0,0,2
877,'2020/10/01 17:09:33:304',7,0,0,0,0,0,0,2
878,'2020/10/01 17:09:33:304',7,0,0,0,0,0,0,2
879,'2020/10/01 17:09:33:304',7,0,0,0,0,0,0,2
880,'2020/10/01 17:09:33:304',7,0,0,0,0,0,0,2
881,'2020/10/01 17:09:33:304',7,0,0,0,0,0,0,2
882,'2020/10/01 17:09:33:304',7,0,0,0,0,0,0,2
883,'2020/10/01 17:09:33:408',7,0,0,0,0,0,0,2
884,'2020/10/01 17:09:33:409',7,0,0,0,0,0,0,2
885,'2020/10/01 17:09:33:409',7,0,0,0,0,0,0,2
886,'2020/10/01 17:09:33:409',7,0,0,0,0,0,0,2
887,'2020/10/01 17:09:33:409',7,0,0,0,0,0,0,2
888,'2020/10/01 17:09:33:409',7,0,0,0,0,0,0,2
889,'2020/10/01 17:09:33:501',7,0,0,0,0,0,0,2
890,'2020/10/01 17:09:33:501',7,0,0,0,0,0,0,2
891,'2020/10/01 17:09:33:501',7,0,0,0,0,0,0,2
892,'2020/10/01 17:09:33:502',7,0,0,0,0,0,0,2
893,'2020/10/01 17:09:33:502',7,0,0,0,0,0,0,2
894,'2020/10/01 17:09:33:502',7,0,0,0,0,0,0,2
895,'2020/10/01 17:09:33:607',7,0,0,0,0,0,0,2
896,'2020/10/01 17:09:33:608',7,0,0,0,0,0,0,2
897,'2020/10/01 17:09:33:608',7,0,0,0,0,0,0,2
898,'2020/10/01 17:09:33:608',7,0,0,0,0,0,0,2
899,'2020/10/01 17:09:33:608',7,0,0,0,0,0,0,2
900,'2020/10/01 17:09:33:608',7,0,0,0,0,0,0,2
901,'2020/10/01 17:09:33:710',7,0,0,0,0,0,0,2
902,'2020/10/01 17:09:33:710',7,0,0,0,0,0,0,2
903,'2020/10/01 17:09:33:710',7,0,0,0,0,0,0,2
904,'2020/10/01 17:09:33:710',7,0,0,0,0,0,0,2
905,'2020/10/01 17:09:33:710',7,0,0,0,0,0,0,2
906,'2020/10/01 17:09:33:710',7,0,0,0,0,0,0,2
907,'2020/10/01 17:09:33:803',7,0,0,0,0,0,0,2
908,'2020/10/01 17:09:33:803',7,0,0,0,0,0,0,2
909,'2020/10/01 17:09:33:803',7,0,0,0,0,0,0,2
910,'2020/10/01 17:09:33:803',7,0,0,0,0,0,0,2
911,'2020/10/01 17:09:33:803',7,0,0,0,0,0,0,2
912,'2020/10/01 17:09:33:803',7,0,0,0,0,0,0,2
